,sentence,label
9282,"Bitte kontaktieren Sie uns, wenn Sie eines dieser Rechte ausüben möchten.",None
9283,"

",None
9284,"Wenn Sie ein Konto bei einem unserer Dienste haben, können Sie personenbezogene Daten in der Regel in diesem Konto prüfen und bearbeiten, indem Sie sich einloggen und die Angaben selbst aktualisieren.",None
9285,"Wir können Kreditentscheidungen im Wege automatisierter Entscheidungsfindung treffen, wenn uns Ihre Einwilligung dazu vorliegt, dies für den Abschluss oder die Erfüllung eines Vertrags erforderlich ist oder nach dem Unionsrecht oder dem Recht der Mitgliedstaaten zulässig ist.",None
9286,"

Bitte wenden Sie sich an uns, wenn Sie mehr über die automatisierte Entscheidungsfindung erfahren wollen.",None
9287,"


",None
9288,11. Wie schützen wir Ihre personenbezogenen Daten?,None
9289,"
",None
9290,"Wir führen technische, physische und administrative Sicherheitsmaßnahmen durch, um Ihre personenbezogenen Daten angemessen vor Verlust, Missbrauch, unbefugtem Zugriff, Weitergabe und Änderung zu schützen.",None
9291,"Zu diesen Sicherheitsmaßnahmen gehören Firewalls, Datenverschlüsselung, physische Zugangsbeschränkungen zu unseren Rechenzentren und Berechtigungskontrollen für den Zugriff auf Daten.",None
9292,"Wir sorgen für die Sicherung unserer Systeme und Dienste, für die Sicherheit und die Geheimhaltung Ihres Passworts bzw. Ihrer Passwörter und Ihres Kontoprofils bzw. Ihrer Anmeldedaten sind Sie jedoch selbst verantwortlich.",None
9293,"Darüber hinaus obliegt es Ihnen, zu prüfen, ob die bei uns über Sie vorliegenden personenbezogenen Daten sachlich richtig und auf dem neuesten Stand sind.",None
9294,"Für den Schutz personenbezogener Daten, die wir aufgrund einer von Ihnen autorisierten Kontoverknüpfung an Dritte weitergeben, sind wir nicht verantwortlich.",None
9295,"


",None
9296,12. Können Kinder unsere Dienste nutzen?,None
9297,"
",None
9298,"Die Seiten und Dienste dürfen nicht von Personen genutzt werden, die unter 16 Jahre alt sind.",None
9299,"Wir erheben nicht wissentlich Informationen, einschließlich personenbezogener Daten, von Kindern oder anderen Personen, welche unsere Seiten und Dienste nicht rechtmäßig nutzen können.",None
9300, ,None
9301,"Wenn wir Kenntnis davon erhalten, dass wir personenbezogene Daten von einem Kind unter 16 Jahren erhoben haben, löschen wir diese unverzüglich, sofern wir nicht zur Speicherung der Daten rechtlich verpflichtet sind.",None
9302,"Kontaktieren Sie uns, wenn Sie vermuten, dass wir irrtümlich oder versehentlich Daten von einem Kind unter 16 Jahren erhoben haben.",None
9303,"


",None
9304,13. Was sollten Sie noch wissen?,None
9305,"
Änderungen dieser Datenschutzerklärung.",None
9306,"

Wir können diese Datenschutzerklärung von Zeit zu Zeit überarbeiten, um Änderungen unseres Unternehmens, der Seiten oder Dienste oder der geltenden Gesetze zu berücksichtigen.",None
9307,Die überarbeitete Datenschutzerklärung wird ab dem dort angegebenen Datum des Inkrafttretens wirksam.,None
9308,"

Enthält die überarbeitete Version eine wesentliche Änderung, informieren wir Sie 30 Tage im Voraus durch Bekanntgabe der Änderung auf der Seite ""AGB-Aktualisierungen"".",None
9309,Gegebenenfalls informieren wir Kunden über die Änderung auch per E-Mail oder über einen anderen Kanal.,None
9310,"


",None
9311,"14. Kontaktaufnahme
",None
9312,Bei Fragen oder Anliegen zu dieser Datenschutzerklärung und der dazugehörigen ergänzenden Hinweise oder unserem Umgang mit personenbezogenen Daten können Sie uns gerne kontaktieren.,None
9313,"

",None
9314,"Wir möchten sichergehen, dass Sie Ihre Fragen an die richtige Stelle richten:",None
9315,"

Klicken Sie hier, um uns bezüglich Ihres PayPal-Kontos oder Ihrer PayPal-Transaktion oder einer Kartenzahlung an einen Händler zu kontaktieren.",None
9316,"

Klicken Sie hier bei Fragen zu Ihrem Xoom-Konto.",None
9317,"
",None
9318,"Wenn Sie mit der Bearbeitung Ihres Anliegens nicht zufrieden sind, haben Sie das Recht, bei der Aufsichtsbehörde für Datenschutz in Ihrem Land Beschwerde einzureichen.",None
9319,"

Unseren Datenschutzbeauftragten können Sie online oder unter der Kontaktadresse PayPal (Europe) S.à.r.l.",None
9320,"et Cie, S.C.A., 22-24 Boulevard Royal, L-2449 Luxemburg erreichen.",None
9321,"



15.",None
9322,Begriffsbestimmungen,None
9323,"
Konto bezeichnet ein PayPal- oder Xoom-Kundenkonto.",None
9324,"

Datenverantwortlicher bedeutet, dass PayPal über die Zwecke und Mittel der Verarbeitung von personenbezogenen Daten entscheidet.",None
9325,"

Gerätedaten bezeichnet Daten, die automatisch von einem beliebigen Gerät erhoben werden können, das für den Zugriff auf die Seite oder Dienste verwendet wird.",None
9326,"Zu diesen Daten gehören unter anderem Ihr Gerätetyp, die Netzwerkverbindungen Ihres Geräts, Name und IP-Adresse Ihres Geräts, Informationen zum Webbrowser Ihres Geräts und zur Internetverbindung, mit denen Sie auf die Seite oder Dienste zugreifen, Geolokationsdaten, Informationen zu Apps, die auf Ihr Gerät heruntergeladen wurden, sowie biometrische Daten.",None
9327,"

Geolokationsdaten bezeichnet Informationen, die anhand von Längen- und Breitenkoordinaten, die über GPS, WLAN oder Mobilfunk ermitteltet wurden, mit angemessener Genauigkeit Ihren Standort identifizieren.",None
9328,"

PayPal bezeichnet PayPal (Europe) S.a.r.l.",None
9329,"et Cie, S.C.A nebst Tochtergesellschaften oder verbundenen Unternehmen.",None
9330,"In dieser Datenschutzerklärung wird PayPal je nach Kontext auch als ""wir"", ""uns"" oder ""unser"" bezeichnet.",None
9331,"

",None
9332,"Personenbezogene Daten bezeichnet Informationen, die einer identifizierten oder direkt oder indirekt identifizierbaren natürlichen Person zugeordnet werden können.",None
9333,"Zu den ""personenbezogenen Daten"" können unter anderem Name, Anschrift (einschließlich Rechnungs- und Lieferanschrift), Telefonnummer, E-Mail-Adresse, Zahlungskartennummer, andere Kontoinformationen, Kontonummer, Geburtsdatum und von Behörden ausgestellte Daten (z.B. Führerscheinnummer, Personalausweisnummer, Reisepassnummer) gehören.",None
9334,"

Verarbeitung bezeichnet jeden mit oder ohne Hilfe automatisierter Verfahren ausgeführten Vorgang oder jede solche Vorgangsreihe im Zusammenhang mit personenbezogenen Daten wie das Erheben, das Erfassen, die Organisation, das Ordnen, die Speicherung, die Anpassung oder Veränderung, das Auslesen, das Abfragen, die Offenlegung durch Übermittlung, Verbreitung oder eine andere Form der Bereitstellung, den Abgleich oder die Verknüpfung, die Einschränkung, das Löschen oder die Vernichtung von personenbezogenen Daten.",None
9335,"

Dienste bezeichnet alle Produkte, Dienstleistungen, Inhalte, Ausstattungen, Technologien oder Funktionen sowie alle damit verbundenen Websites, Anwendungen und Dienstleistungen, die Ihnen von PayPal angeboten werden.",None
9336,"

Sites bezeichnet die Websites, mobilen Apps, offiziellen Social-Media-Plattformen oder anderen Online-Tools, über die PayPal die Dienste anbietet und die diese Datenschutzerklärung veröffentlicht haben oder mit ihr verlinkt sind.",None
9337,"

Technische Nutzungsdaten bezeichnet Daten, die wir von Ihrem Telefon, Computer oder anderen Geräten erheben, die Sie für den Zugriff auf die Seiten oder Dienste nutzen.",None
9338,"Technische Nutzungsdaten geben uns Aufschluss darüber, wie Sie die Seiten und Dienste verwenden, beispielsweise wonach Sie gesucht und was Sie auf den Seiten angesehen haben.",None
9339,"Auch Ihre IP-Adresse, Statistiken dazu, wie Seiten geladen oder angezeigt werden, welche Websites Sie vor dem Aufruf unserer Seiten besucht haben und andere durch Cookies erfasste Nutzungs- und Browsing-Informationen zählen zu diesen Daten.",None
9340,"

Benutzer bezeichnet eine Person, die die Dienste nutzt oder auf die Seiten zugreift.",None
9341,"



16. Zusatzinformationen

",None
9342,"Die Informationen in diesem Abschnitt können für Kunden je nach Region spezifisch sein oder PayPal von Dritten zur Verfügung gestellt werden, mit denen Sie gegebenenfalls bei der Nutzung der Dienste interagieren.",None
9343,Bei Fragen zu den Informationen in diesem Abschnitt können Sie sich gerne an uns wenden.,None
9344,"

Hinweis zu Bankvorschriften für Kunden im EWR",None
9345,"
Nutzung Ihrer personenbezogenen Daten durch Kreditauskunfteien in Deutschland",None
9346,"
",None
9347,"Google ReCaptcha


",None
9348,"""Hinweis zur Bankvorschriften"" für Kunden im EWR und in der Schweiz",None
9349,"
",None
9350,"Im Allgemeinen fordert das luxemburgische Recht, dem PayPal (in Bezug auf Datenschutz und Bankgeheimnis) unterliegt, einen höheren Grad an Transparenz als die meisten anderen EU-Vorschriften.",None
9351,"Im Gegensatz zu den meisten Anbietern von Internet- oder Finanzdienstleistungen in der EU listen wir daher in dieser Datenschutzerklärung die Drittanbieter, die Dienstleistungen für uns erbringen und denen gegenüber wir Ihre Daten offenlegen, sowie den Zweck der Offenlegung und die Art der offengelegten Daten auf.",None
9352,Einen Link zu diesen Drittanbietern finden Sie hier.,None
9353,"Indem Sie diese Datenschutzerklärung annehmen und ein Konto bei PayPal halten, willigen Sie ausdrücklich in die Übermittlung Ihrer Daten an diese Dritten für die aufgeführten Zwecke ein.",None
9354,"

PayPal kann die oben genannte Drittanbieterliste jedes Quartal (d.h. zum 1. Januar, 1. April, 1. Juli und 1. Oktober) aktualisieren.",None
9355,PayPal beginnt erst nach 30 Tagen ab dem Datum der Veröffentlichung der Liste innerhalb der Datenschutzerklärung mit der Übermittlung von Daten an eines der in der jeweiligen Aktualisierung neu aufgeführten Unternehmen oder für die dort neu aufgeführten Zwecke oder Datentypen.,None
9356,Sie sollten die Liste in jedem Quartal zu den oben genannten Terminen auf der PayPal-Website nachlesen.,None
9357,"Wenn Sie der neuen Datenübertragung nicht innerhalb von 30 Tagen nach Veröffentlichung der aktualisierten Drittanbieterliste widersprechen, gelten die Änderungen der Liste und dieser Datenschutzerklärung als von Ihnen angenommen.",None
9358,"Sind Sie mit den Änderungen nicht einverstanden, können Sie Ihr Konto schließen und die Nutzung unserer Dienste einstellen.",None
9359,"

Um die PayPal-Dienste bereitstellen zu können, müssen wir möglicherweise bestimmte von uns erhobene Informationen (wie in dieser Datenschutzerklärung erläutert) an andere mit PayPal verbundene Unternehmen oder sonstige Stellen übermitteln, einschließlich solcher, die gemäß diesem Abschnitt eine Funktion als Zahlungsdienstleister, Zahlungsanbieter oder Kontoinhaber (oder ähnliche Funktionen) erfüllen.",None
9360,"Sie erkennen an, dass diese Unternehmen in ihren jeweiligen Rechtsordnungen gegebenenfalls Gesetzen, Vorschriften, Untersuchungen, Ermittlungen oder Anordnungen unterliegen, die die Weitergabe von Daten an die zuständigen Behörden des betreffenden Landes erfordern.",None
9361,"Durch die Nutzung der PayPal-Dienste willigen Sie in die Übermittlung Ihrer Daten durch uns an die oben genannten Stellen ein, damit wir Ihnen die PayPal-Dienste bereitstellen können.",None
9362,"

",None
9363,"Sie erklären sich insbesondere damit einverstanden und weisen PayPal an, mit Ihren Daten Folgendes zu tun:",None
9364,"

Offenlegung erforderlicher Informationen gegenüber: der Polizei und anderen Vollzugsbehörden; Sicherheitskräften; zuständigen staatlichen, zwischenstaatlichen oder überstaatlichen Stellen; zuständigen Behörden, Abteilungen, Aufsichtsbehörden, Selbstregulierungsbehörden oder -organisationen (einschließlich der hier im Abschnitt ""Behörden"" der Drittanbieterliste genannten Stellen) und anderen Dritten, einschließlich Unternehmen der PayPal-Gruppe, (i) deren Weisungen zu befolgen wir rechtlich verpflichtet sind, unter anderem aufgrund der luxemburgischen Gesetze vom 24. Juli 2015 über das US-amerikanische Gesetz zur Einhaltung der Steuervorschriften für Auslandskonten (""FATCA"") und vom 18. Dezember 2015 über die einvernehmlich festgelegten Standards für die Berichterstattung der OECD (""CRS Gesetz""), (ii) bei denen wir Grund zu der Annahme haben, dass die Kooperation mit ihnen bei der Untersuchung von Betrugsfällen oder sonstigen tatsächlichen oder mutmaßlichen widerrechtlichen Aktivitäten angemessen ist, (iii) um Verstöße gegen unsere Nutzungsbedingungen zu untersuchen (dies gilt auch für Ihre Zahlungsquelle oder Ihren Kredit- oder Debitkartenanbieter).",None
9365,"

Wenn Sie unter den Geltungsbereich des FATCA oder des CRS-Gesetzes fallen, sind wir dazu verpflichtet, Sie über die Weitergabe von Daten an die jeweiligen Behörden zu unterrichten.",None
9366,"Informieren Sie sich über die Verpflichtungen von PayPal nach dem FATCA und dem CRS-Gesetz sowie darüber, wie sich diese Verpflichtungen auf Sie auswirken können und welche Informationen wir gegebenenfalls im Zuge dieser Verpflichtungen weitergeben.",None
9367,"

Wir und weitere Organisationen, darunter Unternehmen, die Zahlungen über PayPal akzeptieren, sind außerdem zur Weitergabe und Verwendung der erforderlichen Daten (darunter auch von Behörden zur Betrugsbekämpfung aufgezeichneten Daten) sowie zum Zugriff auf diese Daten (jeweils auch aus anderen Ländern) zum Zwecke der Bewertung und Steuerung von Risiken (darunter zur Bekämpfung von Betrug, Geldwäsche und Terrorismusfinanzierung) berechtigt.",None
9368,"Wenden Sie sich an uns, wenn Sie weitere Informationen über die zuständigen Betrugsbekämpfungsstellen wünschen.",None
9369,"Klicken Sie hier, um weitere Informationen zu diesen Stellen, Betrugsbekämpfungsstellen und weiteren Dritten zu erhalten.",None
9370,"

Offenlegung von Kontoinformationen gegenüber Inhabern von geistigem Eigentum, wenn diese nach dem maßgeblichen nationalen Recht eines EU-Mitgliedstaates einen außergerichtlichen Auskunftsanspruch gegen PayPal aufgrund einer Verletzung ihrer geistigen Eigentumsrechte haben, bei der PayPal-Dienste genutzt wurden (zum Beispiel § 19, Absatz 2, Nr. 3 des deutschen Markengesetzes oder § 101, Absatz 2, Nr. 3 des deutschen Urheberrechtsgesetzes).",None
9371,"

Obligatorische Offenlegung aufgrund von Kreditkartenbestimmungen oder in straf- oder zivilrechtlichen Verfahren.",None
9372,"

Offenlegung Ihres Namens und PayPal-Links im PayPal-Benutzerverzeichnis.",None
9373,"Ihre Daten werden anderen PayPal-Kunden als Antwort auf die Suche anhand Ihres Namens, Ihrer E-Mail-Adresse oder Telefonnummer oder eines Teils dieser Angaben bestätigt.",None
9374,"Dadurch soll sichergestellt werden, dass die Zahlungen an den richtigen Empfänger vorgenommen werden.",None
9375,Diese Funktion kann in den PayPal-Profil-Einstellungen deaktiviert werden.,None
9376,"

Nutzen Sie als Händler einen Dritten für den Zugriff auf PayPal oder die Integration von PayPal, können wir notwendige Informationen an diesen Dritten zur Umsetzung und Verwaltung der betreffenden Vereinbarungen weitergeben (darunter den Status Ihrer PayPal-Integration, ob Sie ein aktives PayPal-Konto haben und ob Sie bereits mit einem anderen PayPal-Integrationspartner arbeiten).",None
9377,"

Offenlegung notwendiger Informationen gegenüber Zahlungsanbietern, Wirtschaftsprüfern, Kundendienstmitarbeitern, Betrugsbekämpfungsstellen, Anbietern von Finanzprodukten, Handelspartnern, Marketing- und PR-Unternehmen, Konzernunternehmen, Agenturen, Marktplätzen und sonstigen hier aufgeführten Dritten.",None
9378,"Zweck dieser Offenlegung ist es, die Bereitstellung der PayPal-Dienste an Sie zu ermöglichen.",None
9379,"In der Drittanbieterliste haben wir außerdem unter jeder ""Kategorie"" nicht abschließende Beispiele von Dritten (einschließlich deren Abtretungsempfängern und Rechtsnachfolgern) aufgeführt, gegenüber denen eine Offenlegung Ihrer Kontoinformationen derzeit tatsächlich stattfindet oder in Betracht gezogen werden kann.",None
9380,"Neben dem Zweck der Offenlegung haben wir auch die offengelegten Informationen angegeben (soweit nicht anders angegeben, ist es diesen Dritten gesetzlich bzw. vertraglich untersagt, die Informationen für einen anderen als den vorgesehenen Zweck zu nutzen).",None
9381,"

Offenlegung erforderlicher Daten gegenüber Ihren Vertretern bzw. Verfahrensbevollmächtigten (z.B. dem Inhaber einer von Ihnen erteilten Vollmacht oder einem für Sie bestellten Vormund).",None
9382,"

Offenlegung von zusammengefassten Statistikdaten an unsere Geschäftspartner oder PR-Partner.",None
9383,"Wir können beispielsweise offenlegen, dass ein bestimmter Prozentsatz unserer Kunden in einer bestimmten Stadt lebt.",None
9384,Diese zusammengefassten Daten enthalten jedoch keine individuell identifizierenden Informationen.,None
9385,"

Weitergabe erforderlicher Kontoinformationen an nicht mit uns verbundene (hier aufgeführte) Dritte zu folgenden Zwecken:",None
9386,"

Betrugsbekämpfung und Risikosteuerung: Bekämpfung von Betrug sowie Beurteilung und Steuerung von Risiken.",None
9387,"Wenn Sie beispielsweise PayPal-Dienste zum Kauf oder Verkauf über eBay Inc oder die Tochter- oder Partnerunternehmen von eBay Inc (""eBay"") nutzen, können wir Kontoinformationen an eBay weitergeben, um Ihre Konten vor betrügerischen Aktivitäten zu schützen, Sie auf betrügerische Aktivitäten auf Ihren Konten hinzuweisen oder Kreditrisiken zu bewerten.",None
9388,"

",None
9389,"Im Rahmen unserer Maßnahmen zur Betrugsbekämpfung und Risikosteuerung können wir notwendige Kontoinformationen an eBay weitergeben, wenn PayPal Ihr Konto wegen Konflikten, Käuferschutzanträgen, Rückbuchungen oder anderen Sachverhalten in Bezug auf den Verkauf oder Kauf von Waren mit einer Sperre oder anderweitigen Beschränkung versehen hat.",None
9390,"Wir können auch Kontoinformationen an eBay weitergeben, damit eBay seine Programme zur Bewertung von Käufern oder Verkäufern durchführen kann.",None
9391,"

Kundenservice: zu Zwecken des Kundenservice, einschließlich der Betreuung Ihrer Konten oder zur Beilegung von Konflikten (z.B. in Bezug auf Rechnungen oder Transaktionen).",None
9392,"

Versand: im Zusammenhang mit dem Versand und darauf bezogenen Dienstleistungen für mit PayPal getätigte Käufe.",None
9393,"

Einhaltung gesetzlicher Vorschriften: zur Unterstützung der Verifizierungsanforderungen bei der Bekämpfung von Geldwäsche und Terrorismusfinanzierung.",None
9394,"

Dienstleister: um den mit uns vertraglich verbundenen Dienstleistern zu ermöglichen, uns bei geschäftlichen Vorgängen wie z.B. Betrugsbekämpfung, Inkassomaßnahmen, Marketing, Kundenservice und Technologiedienstleistungen zu unterstützen.",None
9395,"Diese Dienstleister werden von uns vertraglich verpflichtet, Ihre Daten nur für die Dienstleistungen zu verwenden, die sie für uns erbringen, nicht jedoch zu ihrem eigenen Nutzen.",None
9396,"



Nutzung Ihrer personenbezogenen Daten durch Kreditauskunfteien in Deutschland",None
9397,"

Warum benötigen wir Kreditscores?",None
9398,"

",None
9399,"Bei einigen PayPal-Diensten ist es erforderlich, dass wir Vorauszahlungen vornehmen und uns daher gegenüber unseren Kunden einem Bonitätsrisiko aussetzen (z.B. wenn Sie mit Lastschrift zahlen oder in Verbindung mit einem Kreditprodukt von PayPal).",None
9400,"Daher ist es notwendig, dass wir die Zahlungsbereitschaft und -fähigkeit unserer Kunden bei bestimmten Diensten überprüfen, indem wir Bonitätsinformationen einholen.",None
9401,"Dies erleichtert uns die Entscheidung, ob wir dem Kunden das Produkt anbieten können.",None
9402,"



",None
9403,Warum geben wir personenbezogene Daten an Kreditauskunfteien weiter?,None
9404,"

Wir geben Ihre Daten (Name, Anschrift und Geburtsdatum, Bankkontoinformationen) zum Zwecke der Bonitätsprüfung, zur Erlangung von Informationen, zur Beurteilung des Ausfallrisikos anhand mathematischer Methoden unter Verwendung von Adressdaten sowie zur Verifizierung Ihrer Anschrift weiter.",None
9405,"

",None
9406,"Die Rechtsgrundlagen für derartige Übermittlungen sind Artikel 6, Absatz 1, Buchstabe b und Artikel 6 Absatz 1, Buchstabe f der Datenschutz-Grundverordnung der Europäischen Union (""DSGVO"").",None
9407,"Informationen können auf der Grundlage dieser Bestimmungen nur weitergegeben werden, soweit dies zur Wahrung der berechtigten Interessen von PayPal oder Dritten erforderlich ist und die Interessen, Grundrechte und Grundfreiheiten der betroffenen Person, die den Schutz personenbezogener Daten erfordern, nicht außer Kraft gesetzt werden.",None
9408,"

",None
9409,"Nähere Informationen zum ICD im Sinne von Artikel 14 DSGVO, d.h. Informationen über den Geschäftszweck, die Zwecke der Speicherung von Daten, die Datenempfänger, die Rechte der betroffenen Person auf Information, das Recht auf Löschung oder Richtigstellung von Informationen usw. finden Sie unter den Links in der nachstehenden, von den Kreditauskunfteien bereitgestellten Tabelle.",None
9410,"

",None
9411,"Weitere Informationen zur Verwendung Ihrer Daten durch die Kreditauskunfteien und dazu, wie Sie diese kontaktieren können, finden Sie in der nachstehenden Tabelle.",None
9412,"



",None
9413,So erfahren Sie mehr,None
9414,"

",None
9415,Sie können sich an derzeit in Deutschland tätige Kreditauskunfteien mit einem Ersuchen um Auskunft über die über Sie gespeicherten Daten wenden.,None
9416,"

Name der Kreditauskunftei und Sitz

Anschrift und Kontaktdaten, um Auskünfte über gespeicherte Daten eines Verbrauchers zu erhalten",None
9417,"

Accumio Finance Services GmbH

Accumio Finance Services GmbH
",None
9418,Niederlassung Hannover,None
9419,"
Customer Care Services Center
– Selbstauskunft",None
9420,"Auskunftei –
Postfach 11 02 54
",None
9421,"D-30099 Hannover

http://saf-solutions.de/services/selbstauskunft-auskunftei/",None
9422,"

CEG Creditreform",None
9423,Boniversum GmbH,None
9424,"

Creditreform Boniversum GmbH

Konsumentenservice",None
9425,"

Hellersbergstr.",None
9426,11,None
9427,"

",None
9428,"D-41460 Neuss

http://www.meineauskunft.org/eigenauskunft/

CRIF Bürgel GmbH",None
9429,"

CRIF",None
9430,"Bürgel GmbH
– Niederlassung Zentrale –

Radlkoferstraße 2",None
9431,"

",None
9432,"81373

München",None
9433,"

https://www.crifbuergel.de/de/kontakt

https://www.crifbuergel.de/de/kontakt/selbstauskunft

SCHUFA Holding AG

",None
9434,"SCHUFA Holding AG
",None
9435,"Kormoranweg 5
",None
9436,"65201 Wiesbaden
https://www.meineschufa.de",None
9437,"

www.schufa.de/datenschutz",None
9438,"



",None
9439,"Weitere Informationen finden Sie hier

infoscore Consumer Data GmbH/arvato

infoscore Consumer Data GmbH
Abteilung",None
9440,Datenschutz,None
9441,"
",None
9442,"Rheinstraße 99
",None
9443,76532,None
9444,"Baden-Baden
http://www.arvato-infoscore.de/verbraucher/selbstauskunft/",None
9445,"

https://finance.arvato.com/icdinfoblatt



",None
9446,"Welche Daten werden an die Kreditauskunftei gesendet, um den Kreditscore zu erhalten?",None
9447,Welche Daten speichert die Kreditauskunftei?,None
9448,"

",None
9449,"In Fällen, in denen PayPal bei einer Kreditauskunftei einen Kreditscore über Sie angefordert hat, können den Kreditauskunfteien Informationen über ein anschließendes ""negatives Verhalten"" von Ihnen, d.h. bestimmte Fälle von Verstößen gegen den zwischen uns bestehenden Vertrag, zur Verfügung gestellt werden.",None
9450,"Dies ist beispielsweise der Fall, wenn Sie trotz mehrerer Mahnungen oder Vollstreckungsmaßnahmen einen ausstehenden Betrag nicht auf Ihr PayPal-Konto eingezahlt haben.",None
9451,"Die betreffenden Informationen werden nur dann übermittelt, wenn dies im berechtigten Interesse von PayPal, der Kreditauskunftei oder deren Kunden erforderlich ist und kein Grund zu der Annahme besteht, dass Ihr berechtigtes Interesse an der Zurückbehaltung dieser Informationen überwiegt.",None
9452,"

",None
9453,Diese Informationen werden in der Datenbank der Kreditauskunftei gespeichert und können in der nachstehend beschriebenen Weise von der Kreditauskunftei zur Bestimmung eines Scoring-Wertes genutzt werden.,None
9454,"



",None
9455,"Wie eine Kreditauskunftei Daten über ""negatives Verhalten"" nutzt und Verwendung von Adressdaten für Kreditscores",None
9456,"

",None
9457,Die Kreditauskunftei speichert und nutzt die erhaltenen Informationen.,None
9458,"Die Nutzung beinhaltet die Berechnung eines Wahrscheinlichkeitswerts anhand der Daten, die der Kreditauskunftei zur Beurteilung des Kreditrisikos (Score) zur Verfügung stehen.",None
9459,Für die Berechnung des Scores kann die Kreditauskunftei auf der Grundlage eines mathematisch-statistischen Verfahrens auch Adressdaten verwenden.,None
9460,"Die empfangenen Daten können an Vertragspartner im Europäischen Raum und in der Schweiz übermittelt werden, um diesen Personen Informationen zur Bonitätsbeurteilung einzelner Personen zur Verfügung zu stellen.",None
9461,"Vertragspartner der Kreditauskunftei sind Unternehmen, die durch ihre Dienstleistungen ein finanzielles Kreditrisiko tragen (insbesondere Finanzinstitute, Kreditkartenunternehmen und Leasingunternehmen, aber auch Händler, Telekommunikationsunternehmen, Energieversorger, Versicherungen und Inkassobüros).",None
9462,"Die Kreditauskunftei stellt diesen Kunden Informationen nur dann zur Verfügung, wenn sie im Einzelfall ein berechtigtes Interesse an solchen Informationen begründen können und die Weitergabe dieser Daten nach Abwägung aller beteiligten Interessen zulässig ist.",None
9463,Die zur Verfügung gestellten Informationen können daher zwischen Vertragspartnern der Kreditauskunftei variieren.,None
9464,"


",None
9465,Google ReCaptcha,None
9466,"

PayPal verwendet ReCaptcha auf den Seiten und in Diensten.",None
9467,Ihre Verwendung von ReCaptcha unterliegt den Datenschutzgrundsätzen und Nutzungsbedingungen vonGoogle.,None
9468,"

ReCaptcha wird nur zur Bekämpfung von Spam und Missbrauch verwendet.",None
9469,"
",None
9470,"Instagram-Datenschutzrichtlinie
",None
9471,"Diese Richtlinie beschreibt die Informationen, die wir zur Unterstützung von Facebook, Instagram, Messenger und anderen von Facebook angebotenen Produkten und Funktionen (Facebook-Produkte oder Produkte) verarbeiten.",None
9472,Zusätzliche Tools und Informationen findest du in den Facebook-Einstellungen und den Instagram-Einstellungen.,None
9473,"
",None
9474,I. Welche Arten von Informationen erfassen wir?,None
9475,"
Zur Bereitstellung der Facebook-Produkte müssen wir Informationen über dich verarbeiten.",None
9476,"Die Arten der von uns erfassten Informationen hängen davon ab, wie du unsere Produkte nutzt.",None
9477,"Du kannst erfahren, wie du auf von uns erfasste Informationen zugreifen bzw. sie löschen kannst, indem du die Facebook-Einstellungen bzw. die Instagram-Einstellungen besuchst.",Right to Deletion
9478,"
",None
9479,Von dir und anderen getätigte und bereitgestellte Dinge.,None
9480,"
",None
9481,Von dir bereitgestellte Informationen und Inhalte.,None
9482,"Wir erfassen die Inhalte, Kommunikationen und sonstigen Informationen, die du bereitstellst, wenn du unsere Produkte nutzt;",None
9483,"dazu gehören auch deine Registrierung für ein Konto, das Erstellen oder Teilen von Inhalten sowie der Nachrichtenaustausch bzw. das Kommunizieren mit anderen.",None
9484,"Dies kann Informationen über die von dir bereitgestellten Inhalte oder solche, die in ihnen enthalten sind (wie Metadaten) umfassen, wie z. B. den Aufnahme-Standort eines Fotos oder das Datum, an dem eine Datei erstellt wurde.",None
9485,"Es kann auch das umfassen, was du durch von uns bereitgestellte Funktionen, wie z. B. unsere Kamera, siehst, damit wir dir beispielsweise Masken und Filter, die dir gefallen könnten, vorschlagen oder dir Tipps für die Verwendung des Hochformats geben können.",None
9486,"Unsere Systeme verarbeiten von dir bereitgestellte Inhalte und Mitteilungen automatisch, um den Kontext und die in ihnen enthaltenen Details für die unten beschriebenen Zwecke zu analysieren.",None
9487,"Erfahre mehr darüber, wie du kontrollieren kannst, wer die Dinge sehen kann, die du teilst.",None
9488,"
Daten mit besonderem Schutz:",None
9489,"Du kannst in deinen Facebook-Profilfeldern oder unter „Lebensereignisse“ Informationen über deine religiösen Ansichten, deine politischen Einstellungen oder deine Gesundheit bzw. an wem du „interessiert“ bist angeben.",None
9490,"Diese und andere Informationen (wie etwa Nationalität oder ethnische Herkunft, weltanschauliche Überzeugungen oder eine Gewerkschaftszugehörigkeit) unterliegen nach EU-Recht einem besonderen Schutz.",None
9491,"
Netzwerke und Verbindungen.",None
9492,"Wir erfassen Informationen über die Personen, Seiten, Konten, Hashtags und Gruppen, mit denen du verbunden bist, und darüber, wie du mit ihnen in unseren Produkten interagierst;",None
9493,"dies sind beispielsweise Personen, mit denen du am meisten kommunizierst, oder Gruppen, denen du angehörst.",None
9494,"Außerdem sammeln wir Kontaktinformationen, wenn du diese von einem Gerät hochlädst, synchronisierst oder importierst (wie z. B. ein Adressbuch oder Anrufprotokoll oder eine SMS-Protokollhistorie).",None
9495,"Diese verwenden wir beispielsweise, um dir und anderen dabei zu helfen, Personen zu finden, die du möglicherweise kennst, sowie für die anderen unten aufgeführten Zwecke.",None
9496,"
",None
9497,Deine Nutzung.,None
