,sentence,label
5517,Die Wiedergabe von Videos aus den YouTube-API-Diensten unterliegt dann den Nutzungsbedingungen von YouTube und den Datenschutzbestimmungen von Google.,None
5518,Die Videos der Dailymotion-API unterliegen den Nutzungsbedingungen von Dailymotion und den Datenschutzbestimmungen von Dailymotion.,None
5519,Welche Daten werden für die mobile Anwendung Qwant auf Android und iOS verarbeitet?,None
5520,Wir integrieren weder einen Tracker in unsere Anwendungen noch eine Werbe-ID.,None
5521,"Qwant verarbeitet keine spezifischen persönlichen Daten, wenn Sie die Qwant-Anwendung für Android oder iOS verwenden.",None
5522,"Die Verarbeitung personenbezogener Daten, die Qwant durchführt, wenn Sie unsere Dienste von der Anwendung aus durchsuchen und nutzen, sind ausschließlich die oben beschriebenen.",None
5523,Datenschutz auf dem Portal telefonica.de,None
5524,Seite vorlesen,None
5525,"I. Allgemeine Informationen
",None
5526,Als eines der führenden Telekommunikationsunternehmen nehmen wir den Schutz und die Sicherheit personenbezogener Daten ernst.,None
5527,An dieser Stelle informieren wir Sie über die Datenverarbeitung während Ihres Besuchs auf unserer Website www.telefonica.de.,None
5528,"Sie gilt jedoch nicht für Websites anderer Unternehmen, auch wenn dort ein Link auf diese oder eine andere Website unseres Unternehmens gesetzt wurde.",None
5529,"Die Hinweise haben keinen Regelungscharakter, sie dienen nur Ihrer Information.",None
5530,"Welche personenbezogenen Daten wir z.B. im Rahmen eines Telekommunikationsvertrags verarbeiten, können Sie unserem Datenschutzmerkblatt entnehmen (siehe unten).",None
5531,"1. Kontaktdaten Verantwortlicher
Telefónica Germany GmbH & Co.",None
5532,"OHG
",None
5533,"Georg-Brauchle-Ring 50
",None
5534,"80992 München
",None
5535,"Verschlüsseltes Kontaktformular:
https://www.telefonica.de/datenschutz-kontakt
",None
5536,"2. Kontaktdaten Datenschutzbeauftragter
Telefónica Germany GmbH & Co. OHG
",None
5537,"Datenschutzbeauftragter
Georg-Brauchle-Ring 50
",None
5538,"80992 München
",None
5539,"Verschlüsseltes Kontaktformular:
https://www.telefonica.de/datenschutz-kontakt
",None
5540,"3. Ihre Rechte
",None
5541,Im Sinne der DS-GVO stehen betroffenen Personen (s.u.),None
5542,grundsätzlich folgende Rechte zu:,None
5543,"Sie haben das Recht, Auskunft über Ihre verarbeiteten Daten zu erhalten (Art.",None
5544,15 DS-GVO).,None
5545,Verwenden Sie hierzu unser Formular unter https://meine-daten.telefonica.de.,None
5546,Sie haben das Recht auf Beschwerde bei einer Aufsichtsbehörde (Art.,Right to Complain
5547,77 DS-GVO).,Right to Complain
5548,Sie können sich hierzu z.B. an die Datenschutzaufsichtsbehörde wenden.,Right to Complain
5549,"Recht auf Widerruf Ihrer Einwilligung: Sie haben das Recht, Ihre abgegebenen Einwilligungen in die Verarbeitung Ihrer personenbezogenen Daten jederzeit mit Wirkung für die Zukunft zu widerrufen.",None
5550,Die Rechtmäßigkeit der auf Grund der Einwilligung bis zum Widerruf erfolgten Verarbeitung bleibt dabei vom Widerruf unberührt.,None
5551,"Wie Sie den Widerruf erklären können, teilen wir Ihnen bei Einholung der Einwilligung mit.",None
5552,Jedenfalls können Sie sich zur Erklärung Ihres Widerrufs an unseren Datenschutzbeauftragten wenden.,None
5553,Sie haben unter bestimmten gesetzlichen Voraussetzungen ein Recht auf Widerspruch.,None
5554,Hierüber informieren wir Sie am Ende dieser Datenschutzerklärung.,None
5555,"4. Ort der Datenverarbeitung
",None
5556,Wir verarbeiten Ihre personenbezogenen Daten grundsätzlich nur in Deutschland und in der Europäischen Union.,None
5557,"
Dienstleister, die in unserem Auftrag außerhalb der Europäischen Union (sogenannte Drittländer) personenbezogene Daten verarbeiten, werden nur eingesetzt, wenn für dieses Drittland ein „Angemessenheitsbeschluss“ der Europäischen Kommission (Art.",None
5558,"45 DS-GVO) besteht, „geeignete Garantien“ (Art.",None
5559,46 DS-GVO) oder „interne Datenschutzvorschriften“ (Art. 47 DS-GVO) beim Empfänger vorliegen.,None
5560,"Allgemeine Informationen zu den Angemessenheitsbeschlüssen können Sie unter https://ec.europa.eu/info/law/law-topic/data-protection/data-transfers-outside-eu/adequacy-protection-personal-data-non-eu-countries_de, zu den vorliegenden geeigneten Garantien unter https://ec.europa.eu/info/law/law-topic/data-protection/data-transfers-outside-eu/model-contracts-transfer-personal-data-third-countries_de und zu den internen Datenschutzvorschriften unter https://ec.europa.eu/info/law/law-topic/data-protection/data-transfers-outside-eu/binding-corporate-rules_de abrufen.",None
5561,Für weitere Informationen können Sie sich an unseren Datenschutzbeauftragten wenden.,None
5562,"Im Übrigen werden Ihre personenbezogenen Daten in Drittländern verarbeitet, soweit es zur Erfüllung des Vertrages erforderlich ist, Sie eingewilligt haben oder eine gesetzliche Verpflichtung besteht.",None
5563,"

Mitarbeiter unseres Unternehmens und Dienstleister, die uns bei der Datenverarbeitung im Rahmen der Auftragsverarbeitung unterstützen (Dienstleister für IT-Betrieb, Kundenservice), haben zur Erfüllung der unten genannten Zwecke im erforderlichen Umfang Zugriff auf Ihre personenbezogenen Daten.",None
5564,bestehende Abweichungen sind im Folgenden ausdrücklich bezeichnet.,None
5565,"Gesetzlich sind wir im Einzelfall verpflichtet, personenbezogenen Daten an Behörden (z.B. Auskunftsersuchen von Ermittlungsbehörden) oder natürliche/juristische Personen (z.B. zur Geltendmachung von Ansprüchen aus dem Urheberrechtsgesetz) zu übermitteln.",None
5566,"Sichere Kommunikation
",None
5567,"Für die Übermittlung vertraulicher Informationen empfehlen wir Ihnen die Kontaktaufnahme per Telefon, Post oder verschlüsseltem Kontaktformular zu wählen.",None
5568,"Sollten Sie z.B. per E-Mail, Social Media, Messenger Diensten (wie WhatsApp) oder auf anderen Wegen mit uns in Kontakt treten, so kann die vollständige Datensicherheit nicht gewährleistet werden.",None
5569,"6. Änderung der Datenschutzerklärung
",None
5570,Diese Datenschutzerklärung kann jederzeit unter dem Link „Datenschutz“ abgerufen und ausgedruckt werden.,None
5571,"Da Gesetzesänderungen oder Änderungen unserer unternehmensinternen Prozesse eine Anpassung dieser Datenschutzerklärung erforderlich machen können, die wir uns entsprechend vorbehalten, bitten wir Sie, diese Datenschutzerklärung regelmäßig abzurufen.",None
5572,"
II. Besuch unserer Website
",None
5573,"Wir möchten Sie im Folgenden darüber informieren, welche personenbezogenen Daten wir im Rahmen Ihres Besuchs unserer Website www.telefonica.de verarbeiten.",None
5574,"Sie haben an verschiedenen Stellen unserer Website die Möglichkeit, Ihre personenbezogenen Daten anzugeben (z.B. in Kontaktformularen).",None
5575,Wir haben die jeweiligen Pflichtangaben als solche markiert.,None
5576,Ohne diese können wir Ihnen den gewünschten Dienst nicht zur Verfügung stellen.,None
5577,Bei Aufruf unserer Website werden folgende Daten in einer Protokolldatei gespeichert:,None
5578,"Die angeforderte Website-URL sowie die Website, von der aus die Datei angefordert wurde, die gespeicherten Cookies des Besuchers für die aufgerufene Domain, der Status des Zugriffs (Datei übertragen, Datei nicht gefunden, etc.), Datum, Uhrzeit und Dauer des Abrufs, übertragene Datenmenge im Rahmen der Verbindung, Typ und Version des verwendeten Browsers, verwendete Sprache, Name des Internet Service Providers und Ihre IP-Adresse .",None
5579,"Ihre IP-Adresse wird dabei anonymisiert, um das letzte Oktett gekürzt, gespeichert.",None
5580,Ohne die Bereitstellung dieser Daten können wir Ihnen unsere Website nicht zur Verfügung stellen.,None
5581,"Diese Daten verarbeiten wir, zum Zwecke der Ermittlung und Beseitigung von Störungen (Art. 6 Abs. 1 S. 1 f) DS-GVO).",None
5582,Die Logfiles werden sieben Tagen nach Erstellung gelöscht.,None
5583,Matomo (ehemals Piwik),None
5584,"Beim Besuch unserer Website wird die Nutzung unserer Website anonymisiert ausgewertet (z.B. Anzahl der Webseiten-Aufrufe, Zeitpunkt des Webseiten-Aufrufs, welche Webseite aufgerufen wurde, Betriebssystem und Browser des Nutzers).",None
5585,Es werden dabei keine Cookies (s.u.) eingesetzt.,None
5586,Ihre IP-Adresse wird vor der Speicherung des Nutzungsverhaltens anonymisiert (Löschung der letzten beiden Oktette).,None
5587,Das Surf-Verhalten kann nicht auf eine Person zurückverfolgt werden.,None
5588,"Sie erhalten einen Newsletter, wenn Sie sich auf der Seite https://www.telefonica.de für einen entsprechende Dienst anmelden (Art. 6 Abs. 1 S. 1 b) DS-GVO).",None
5589,"Im Anschluss an Ihre Anmeldung senden wir an die von Ihnen angegebene E-Mail-Adresse eine E-Mail, in der Sie aufgefordert werden, Ihre E-Mail-Adresse zu bestätigen.",None
5590,"Erst nachdem der in dieser E-Mail enthaltene Bestätigungslink betätigt wurde (erfolgreiches Double Opt-In), werden Sie unseren Newsletter erhalten.",None
5591,Ihre angegebenen Daten werden nur zur Bereitstellung des Newsletters verarbeitet.,None
5592,Wir speichern Ihre Daten nur während des Bezugs des Newsletters sowie zur Wahrung von Widersprüchen in den Erhalt des Newsletters.,None
5593,"Zur Abmeldung vom Newsletter klicken Sie einfach auf den Abmeldelink, der in jedem unserer Newsletter vorhanden ist.",None
5594,Im Anschluss werden Sie keine weiteren Newsletter des gebuchten Newsletterdienstes von uns erhalten.,None
5595,"

Über den Newsletter sind statistische Auswertungsmöglichkeiten von Nutzungsdaten möglich.",None
5596,Hierzu erfassen wir sowohl die Öffnungen der E-Mail als auch die internen Klicks.,None
5597,"Diese Informationen dienen dazu, die Inhalte der Newsletter spannender und relevanter zu gestalten sowie den Erfolg der Kampagnen zu messen.",None
5598,Eine Übermittlung dieser Informationen an Dritte findet nicht statt.,None
5599,Rechtsgrundlage dieses Trackings ist die Wahrung der berechtigten Interessen gemäß Art. 6 Abs. 1 Buchstabe f),None
5600,"Sie haben als Empfänger jederzeit die Möglichkeit, sich vom Newsletter über den Abmeldelink am Ende jeder Newsletter-Ausgabe abzumelden, falls Sie damit nicht einverstanden sind.",None
5601,"4. Einbettung von externen Inhalten
",None
5602,Auf unserer Website binden wir Inhalte von Drittanbietern ein.,None
5603,Zu diesem Zweck baut Ihr Browser unter Umständen eine Verbindung zu Servern dieser Drittanbieter auf und überträgt hierbei personenbezogene Daten an diese Server.,None
5604,"Nachfolgend finden Sie Informationen zu den eingebundenen Inhalten und den hierbei auftretenden Datenverarbeitungen:
Name	",None
5605,Anbieter mit Adresse	,None
5606,Verarbeitete Datenkategorien	,None
5607,Zwecke der Datenverarbeitung,None
5608,"	Möglichkeit, Datenverarbeitung zu beenden",None
5609,Weitere Hinweise /,None
5610,"IP-Adresse, URL der besuchten Seite, HTTP-Headerinformationen (z.B. der verwendete Browser, das verwendete Betriebssystem, die Auflösung und die eingestellte Sprache);",None
5611,ggf. Verknüpfung mit vorhandenem Google-Nutzerprofil	,None
5612,Anzeige von YouTube-Videos	,None
5613,Deaktivieren von Javascript in Browsereinstellungen.,None
5614,"Bevor eine Verbindung zu YouTube aufgebaut wird, müssen Sie auf die Schaltfläche „Video aktivieren“ klicken.",None
5615,"Tun sie das nicht, erfolgt keine Datenübermittlung zu YouTube	Erweiterter Datenschutzmodus von YouTube ist aktiv, YouTube setzt dabei keine Cookies;",None
5616,"IP-Adresse, URL der besuchten Seite, HTTP-Headerinformationen (z.B. der verwendete Browser, das verwendete Betriebssystem, die Auflösung und die eingestellte Sprache);",None
5617,ggf. Verknüpfung mit vorhandenem Flickr-Nutzerprofil	,None
5618,Anzeige von Flickr-Fotogalerien,None
5619,Deaktivieren von Javascript in Browsereinstellungen.,None
5620,"Bevor eine Verbindung zu Flickr aufgebaut wird, müssen Sie auf die Schaltfläche „Fotos aktivieren“ klicken.",None
5621,"Erst dann wird eine Verbindung zu Flickr hergestellt	Flickr setzt Cookies, wenn die Fotogalerie angeklickt wird (siehe zu Cookies unten);",None
5622,"5. Cookies, Pixel und ähnliche Technologien
",None
5623,"Unter Umständen speichern wir und unsere Partner beim Aufruf unserer Website kleine Textdateien, so genannte „Cookies"" auf Ihrem Computer, um Nutzer wiederzuerkennen.",None
5624,"Cookies helfen uns so u.a. dabei, unser Online-Angebot nutzerfreundlich und maßgeschneidert zu gestalten.",None
5625,"Sie haben jederzeit die Möglichkeit, das Setzen von Cookies zu konfigurieren.",None
5626,"Sie können z.B. Ihren Browser so einstellen, dass er Sie über das Setzen von Cookies vorher informiert, oder Sie können die Annahme von Cookies vollständig verweigern.",None
5627,Die Verweigerung von Cookies kann technisch in bestimmten Fällen zu einer Einschränkung der Funktionalität führen.,None
5628,"

Targeting-Cookies dienen grundsätzlich dazu, Ihnen interessensgerechte Werbung anzuzeigen.",None
5629,Bei Besuch einer anderen Website wird der Cookie Ihres Browser wiedererkannt und Ihnen auf Grund der in diesem Cookie gespeicherten Informationen ausgewählte Werbung angezeigt.,None
5630,Auf der Seite https://www.telefonica.de werden keine Targeting-Cookies eingesetzt.,None
5631,Mit Tracking-Cookies kann die Reichweite unseres eigenen Angebots gemessen werden.,None
5632,"Durch den gesetzten Cookie können wir u.a. nachverfolgen, welche Website vor dem Aufruf unserer Website besucht und wie unsere Website genutzt wurde.",None
5633,"Wir nutzen diese Daten, um u.a. durch Auswertungen der von uns durchgeführten Kampagnen unsere Website zu optimieren.",None
5634,Auf der Seite https://www.telefonica.de werden keine Tracking-Cookies eingesetzt.,None
5635,"

Technisch erforderliche Cookies sind solche, die für die reibungslose Funktionsweise unserer Website erforderlich sind (z.B. funktioniert unser Warenkorb nur mit Hilfe von Cookies).",None
5636,Auf der Seite https://www.telefonica.de werden keine technisch erforderlichen Cookies eingesetzt.,None
5637,"
Name des Cookies	Anbieter mit Adresse	",None
5638,Rechtsgrundlage,None
5639,Date nverarbeitung,None
5640,Erhobene Daten	,None
5641,Zwecke der Datenverarbeitung	,None
5642,Speicherdauer	,None
5643,Möglichkeiten Widerruf/Widerspruch,None
5644,Weitere Hinweise /,None
5645,"Datenschutzhinweise des Anbieters
-
-
",None
5646,Bei der Datenverarbeitung auf Grundlage von Art. 6 Abs. 1 S. 1 f),None
5647,DS-GVO verarbeiten wir Ihre Daten zur Optimierung unserer Website.,None
5648,"Mit den Buttons zum Teilen von Inhalten auf Facebook, Google+, Twitter, Xing bzw. WhatsApp können Sie unsere Seiten ganz einfach in den von Ihnen genutzten Social Media Plattformen Ihren Freunden weiterempfehlen.",None
5649,"

Wenn Sie unsere Website aufrufen, werden keine Daten automatisch an die betroffenen sozialen Netzwerke übermittelt.",None
5650,"Erst wenn Sie einen Social Media Button angeklickt haben, baut Ihr Browser eine direkte Verbindung zu dem Server des sozialen Netzwerks auf.",None
5651,"Auch wenn Sie kein Mitglied eines der sozialen Netzwerke sind, besteht die Möglichkeit, dass diese über das Social Plugin Ihre IP-Adresse erfahren und ggf. speichern.",None
5652,Wir haben keinen Einfluss auf den Umfang der auf diese Weise von den Betreibern der sozialen Netzwerke erhobenen Daten.,None
5653,"Sofern Sie gleichzeitig bei einem der sozialen Netzwerke eingeloggt sind, kann der Betreiber die entsprechenden Aufrufe Ihrem Konto bei dem jeweiligen sozialen Netzwerk zuordnen.",None
5654,"Wenn Sie darüber hinaus mit den Social Plugins interagieren, d.h. etwa den „Like Button“ oder „teilen“ anklicken, verarbeitet das jeweilige soziale Netzwerk die entsprechende Information.",None
5655,Xing speichert nach eigenen Angaben keine personenbezogenen Daten der Nutzer unserer Website und wertet auch nicht deren Nutzungsverhalten über die Verwendung von Cookies aus.,None
5656,"Einzelheiten zu Zweck und Umfang der Datenverarbeitung, -erhebung und -nutzung seitens Facebook, Google, Twitter, Xing und WhatsApp und Ihren diesbezüglichen Rechten und Einstellungsoptionen entnehmen Sie bitte den jeweiligen Datenschutzhinweisen:",None
5657,"Sofern Sie nicht möchten, dass soziale Netzwerke über unsere Website Daten über Sie erheben, klicken Sie die Buttons nicht an.",None
5658,Zudem können Sie die Social Plugins mithilfe von Add-ons für Ihren Browser blocken.,None
5659,Diese Website enthält einen Social Reader.,None
5660,"Dieser „Reader“ bietet eine Übersicht aller für Telefónica Germany GmbH & Co. OHG relevanten Beiträge auf den Social Media Kanälen: LinkedIn (LinkedIn Ireland Unlimited Company Wilton Place, Dublin 2, Irland), Xing (XING SE, Dammtorstraße 30, 20354 Hamburg, Deutschland), YouTube (der Google Ireland Limited, Gordon House, Barrow Street, Dublin 4, Irland), Facebook (Facebook Ireland Ltd., 4 Grand Canal Square, Grand Canal Harbour, Dublin 2, Irland ) und Twitter (Twitter Inc., 795 Folsom St., Suite 600, San Francisco, CA 94107, USA).",None
5661,Diese Beiträge werden stündlich neu geladen.,None
5662,"Wenn Sie unseren Social Reader aufrufen, werden keine Daten automatisch an die betroffenen sozialen Netzwerke übermittelt.",None
5663,"Erst wenn Sie auf die Schaltfläche ""Weiter..."" geklickt haben, baut Ihr Browser eine direkte Verbindung zu den Servern der sozialen Netzwerke auf.",None
5664,"Auch wenn Sie kein Mitglied eines der sozialen Netzwerke sind, besteht die Möglichkeit, dass diese über den Social Reader Ihre IP-Adresse erfahren und ggf. speichern.",None
5665,Wir haben keinen Einfluss auf den Umfang der auf diese Weise von den Betreibern der sozialen Netzwerke erhobenen Daten.,None
5666,"Sofern Sie gleichzeitig bei einem der sozialen Netzwerke eingeloggt sind, kann der Betreiber die entsprechenden Aufrufe Ihrem Konto bei dem jeweiligen sozialen Netzwerk zuordnen.",None
5667,"Wenn Sie darüber hinaus mit dem Social Reader interagieren, d.h. etwa den „Like Button“ oder „teilen“ anklicken, verarbeitet das jeweilige soziale Netzwerk die entsprechende Information.",None
5668,"Einzelheiten zu Zweck und Umfang der Datenverarbeitung, -erhebung und -nutzung seitens LinkedIn, Xing, YouTube, Facebook und Twitter und Ihren diesbezüglichen Rechten und Einstellungsoptionen entnehmen Sie bitte den jeweiligen Datenschutzhinweisen:",None
5669,"Sofern Sie nicht möchten, dass soziale Netzwerke über unsere Website Daten über Sie erheben, klicken Sie die Schaltfläche """,None
5670,Weiter...“ nicht an.,None
5671,"8. Hyperlinks auf Websites anderer Anbieter
",None
5672,Wir haben auf unserer Website Links auf Websites anderer Anbieter gesetzt.,None
5673,Wir sind für die Datenverarbeitung auf diesen Websites nicht verantwortlich.,None
5674,Wie die jeweiligen Anbieter den Datenschutz handhaben entnehmen Sie bitte deren Datenschutzbestimmungen.,None
5675,"Ihr Widerspruchsrecht
",None
5676,"Sie haben das Recht, aus Gründen, die sich aus Ihrer besonderen Situation ergeben, jederzeit gegen die Verarbeitung Ihrer personenbezogener Daten, die auf Grundlage von Art. 6 Abs. 1 S. 1 e) DS-GVO oder Art. 6 Abs. 1 S. 1 f) DS-GVO erfolgt, Widerspruch einzulegen;",None
5677,dies gilt auch für ein auf diese Bestimmungen gestütztes Profiling.,None
5678,"Wir verarbeiten diese personenbezogenen Daten dann nicht mehr für diese Zwecke, es sei denn, wir können zwingende schutzwürdige Gründe für die Verarbeitung nachweisen, die Ihren Interessen, Rechten und Freiheiten überwiegen, oder die Verarbeitung dient der Geltendmachung, Ausübung oder Verteidigung von Rechtsansprüchen.",None
5679,Solche Widersprüche können Sie gegenüber dem Verantwortlichen geltend machen.,None
5680,"

Werden personenbezogene Daten verarbeitet, um Direktwerbung zu betreiben, haben Sie das Recht, jederzeit Widerspruch gegen die Verarbeitung dieser personenbezogener Daten zum Zwecke derartiger Werbung einzulegen;",None
5681,"dies gilt auch für das Profiling, soweit es mit solcher Direktwerbung in Verbindung steht.",None
5682,Ihren Widerspruch gegen Direktwerbung können Sie hier erklären.,None
5683,"IV. Datenschutzmerkblatt
",None
5684,Hier finden Sie das Datenschutzmerkblatt für Kunden der Telefónica Germany GmbH & Co. OHG :,None
5685,"Bei Telefónica legen wir großen Wert auf die Sicherheit unserer Kunden, Produkte, Systeme und Netzwerke.",None
5686,"Trotz aller Bemühungen unsere Systeme vor digitalen Bedrohungen zu schützen, kann es jedoch vorkommen, dass Sicherheitslücken verbleiben.",None
5687,"Sollten Sie auf eine Schwachstelle in einem unserer Systeme aufmerksam werden, sind wir für eine entsprechende Mitteilung sehr dankbar um schnellstmöglich Maßnahmen zur Beseitigung ergreifen zu können.",None
5688,Zu diesem Zweck unterhalten wir ein Responsible Disclosure Programm.,None
5689,Dieser Begriff bezeichnet die verantwortungsvolle Offenlegung entdeckter Sicherheitslücken.,None
5690,Das Programm mit allen Details und einem Formular zur Meldung gefundener Schwachstellen finden Sie hier:,None
5691,Datenschutzerklärung,None
5692,"
Datum des Inkrafttretens: 16. Dezember 2020

Drucken


",None
5693,"Übersicht
",None
5694,Welche personenbezogenen Daten erfassen wir?,None
5695,Warum speichern wir personenbezogene Daten?,None
5696,Wie verarbeiten wir personenbezogene Daten?,None
5697,"
Geben wir personenbezogene Daten weiter?",None
5698,Wie arbeiten wir mit anderen Diensten und Partnern zusammen?,None
5699,Wie verwenden wir Cookies und Nachverfolgungstechnologien?,None
5700,Welche Datenschutzoptionen stehen Ihnen zur Verfügung?,None
5701,Welche Rechte haben Sie?,None
5702,"
Wie schützen wir Ihre personenbezogenen Daten?",None
5703,"
Können Kinder unsere Dienste nutzen?",None
5704,Was sollten Sie noch wissen?,None
5705,"
Nehmen Sie Kontakt mit uns auf.",None
5706,"
Begriffsbestimmungen
",None
5707,"Weitere Informationen (inkl. ""Hinweis zu Bankvorschriften"" für Kunden im EWR)",None
5708,"1. Übersicht
",None
5709,"PayPal hat diese Datenschutzerklärung erstellt, um darzulegen, wie PayPal als Datenverantwortlicher personenbezogene Daten von Ihnen erhebt, speichert, verarbeitet, weitergibt und übermittelt, wenn Sie unsere Sites besuchen oder unsere Dienste nutzen.",None
5710,"Diese Datenschutzerklärung bezieht sich auf personenbezogene Daten, die sich aus Ihrem Besuch unserer Seiten oder Ihrer Nutzung unserer Dienste ergeben.",None
5711,"Sie gilt nicht für Seiten oder Dienstleistungen, die nicht uns gehören bzw. die wir nicht kontrollieren.",None
5712,Ebenso gilt diese Datenschutzerklärung nicht für Seiten oder Dienstleistungen anderer PayPal-Kunden.,None
5713,Als europäische Bank mit Sitz in Luxemburg kommen wir den Anforderungen des Datenschutzes und der Finanzaufsichtsbehörden nach.,None
5714,"Es wird klargestellt, dass diese Datenschutzerklärung keinen ""Rahmenvertrag"" im Sinne der EU-Zahlungsdienstleistungsrichtlinie (2007/64/EG) darstellt oder diese Richtlinie für den europäischen Wirtschaftsraum in sonstiger Weise umsetzt.",None
5715,"Die vorliegende Datenschutzerklärung soll Sie über unsere Datenschutzmaßnahmen informieren und aufzeigen, welche Datenschutzoptionen Ihnen zur Verfügung stehen, wenn Sie unsere Seiten und Dienste nutzen.",None
5716,"Bitte beachten Sie, dass unser Dienstleistungsangebot von Region zu Region unterschiedlich ausfallen kann.",None
5717,Diese Datenschutzerklärung kann für bestimmte Seiten und Dienste mit zusätzlichen Hinweisen ergänzt werden.,None
5718,"Zusätzliche Informationen finden Sie in der ""Erklärung zu Cookies und Tracking-Technologien"" sowie im ""Hinweis zu Bankvorschriften"".",None
5719,"

Wir haben einige der im Rahmen dieser Datenschutzerklärung verwendeten Begriffe mit Definitionen versehen.",None
5720,Die definierten Begriffe finden Sie im Abschnitt Begriffsbestimmungen.,None
5721,"

Kontaktieren Sie uns, wenn Sie Fragen zu unseren Datenschutzmaßnahmen haben, die in dieser Datenschutzerklärung nicht beantwortet werden.",None
5722,2. Welche personenbezogenen Daten erfassen wir?,None
5723,"Wir erfassen personenbezogene Daten von Ihnen, wenn Sie unsere Seiten besuchen oder unsere Dienste nutzen.",None
5724,"Dazu gehören folgende Informationen:

Informationen zur Registrierung und Nutzung – Wenn Sie sich registrieren, um unsere Dienste zu nutzen und dafür ein Konto einrichten, erheben wir personenbezogene Daten, die notwendig sind, um die von Ihnen angeforderten Dienste anzubieten und zu erbringen.",None
5725,"Je nach den von Ihnen gewählten Dienstleistungen brauchen wir zur Einrichtung eines Kontos Ihren Namen, Ihre Postanschrift, Telefonnummer, E-Mail-Adresse und Identifikationsdaten.",None
5726,"Gegebenenfalls bitten wir Sie, uns zur Nutzung unserer Dienste weitere personenbezogene Daten zur Verfügung zu stellen.",None
5727,"

Transaktions- und Erfahrungsdaten – Wenn Sie unsere Dienste nutzen oder auf unsere Seiten zugreifen, z.B. um bei Händlern einzukaufen, Geld zu erhalten, Zahlungen abzuwickeln oder Geld an Freunde und Familie zu senden, erheben wir Informationen über die Transaktion sowie andere mit der Transaktion verbundene Informationen, wie z.B. den gesendeten oder angeforderten Betrag, den für Produkte oder Dienstleistungen gezahlten Betrag, Informationen über den Händler, einschließlich Informationen über die zur Durchführung der Transaktion verwendeten Zahlungsmittel, Geräteinformationen, technische Nutzungsdaten und Geolokationsdaten.",None
5728,"Personenbezogene Daten von Transaktionsbeteiligten – Wenn Sie unsere Dienste nutzen oder auf unsere Seiten zugreifen, erheben wir von Ihnen bereitgestellte personenbezogene Daten über andere an der Transaktion Beteiligte.",None
5729,"Wenn Sie über unsere Dienste Geld senden oder anfordern, erheben wir personenbezogene Daten wie Name, Anschrift, Telefonnummer und Kontoinformationen des Empfängers oder Absenders.",None
5730,"Der Umfang der erforderlichen personenbezogenen Daten eines Beteiligten variiert je nach den Diensten, die Sie zum Senden oder Anfordern von Geld nutzen.",None
5731,"
Selbst zahlen oder jemand anderen zur Zahlung einer Rechnung auffordern: Wenn Sie unsere Dienste verwenden, um eine Rechnung für jemand anderen zu bezahlen, oder wenn Sie einen PayPal-Kunden auffordern, eine Rechnung von Ihnen zu zahlen, erheben wir personenbezogene Daten über den Kontoinhaber wie Name, Postanschrift, Telefonnummer, E-Mail-Adresse und Kontonummer der Rechnung, die Sie bezahlen oder deren Zahlung Sie anfordern.",None
5732,"
Ihrem Konto Guthaben hinzufügen: Wenn Sie unsere Dienste nutzen, um Ihrem Konto oder einem anderen Konto Guthaben hinzuzufügen, oder wenn Sie einen anderen Kunden auffordern, einem dieser Konten Guthaben hinzuzufügen, erheben wir zur Vereinfachung der Bearbeitung personenbezogene Daten von Ihnen über die andere Partei oder umgekehrt.",None
5733,"Wenn Sie beispielsweise unsere Dienste nutzen, um ein Mobiltelefon aufzuladen oder um Guthaben anzufordern, das Sie Ihrem Mobilfunkkonto hinzufügen möchten, erheben wir personenbezogene Daten und andere Informationen, einschließlich der Mobilfunknummer des anderen Teilnehmers.",None
5734,"
Informationen zu Ihrem öffentlichen Profil und Ihren Freunden und Kontakten – Es kann für uns einfacher sein, Ihnen beim Handeln mit Ihren Freunden und Kontakten zu helfen, wenn Sie Ihre Kontaktlistendaten mit Ihrem Konto verbinden oder wenn Ihr Kontoprofil öffentlich verfügbar ist.",None
5735,"Wenn Sie eine Kontoverbindung zwischen Ihrem Gerät oder einer Social-Media-Plattform und Ihrem Konto herstellen, werden wir Ihre Kontaktlistendaten (wie Name, Adresse, E-Mail-Adresse) zur Verbesserung der Benutzerfreundlichkeit verwenden.",None
5736,"Wenn Ihr Kontoprofil öffentlich ist, können Sie von anderen Nutzern gefunden werden, indem sie nach Ihrem Namen, Benutzernamen, Ihrer E-Mail-Adresse oder Mobilfunknummer auf PayPal suchen und anhand Ihres Fotos prüfen, dass dies wirklich Ihr Konto ist.",None
5737,Die Nutzer können Ihnen anschließend Geld senden.,None
5738,"Sie können Ihr Kontoprofil jederzeit in den Einstellungen von PayPal.me auf ""Privat"" festlegen.",None
5739,"Personenbezogene Daten, die Sie uns zur Verfügung stellen, um zusätzliche Dienste oder bestimmte Onlinedienste in Anspruch zu nehmen – Wenn Sie eine optionale Sitefunktion anfordern oder nutzen bzw. erweiterte Dienste oder andere wählbare Funktionen anfordern, erheben wir möglicherweise weitere Daten von Ihnen.",None
5740,"Wir senden Ihnen eine gesonderte Benachrichtigung zum Zeitpunkt der Erhebung, wenn die personenbezogenen Daten auf andere Art verwendet werden, als in dieser Datenschutzerklärung festgelegt.",None
