,sentence,label
3775,"
Third-party accounts.",None
3776,"The data associated with a third-party Microsoft account, and how it will be used, is generally similar to the use and collection of data associated with a personal Microsoft account.",None
3777,"Your service provider has control over your account, including the ability to access or delete your account.",None
3778,You should carefully review the terms the third party provided you to understand what it can do with your account.,None
3779,"

Collection of data from children
When a Microsoft product collects age, and there is an age in your jurisdiction under which parental consent or authorization is required to use the product, the product will either block users under that age or will ask them to provide consent or authorization from a parent or guardian before they can use it.",None
3780,We will not knowingly ask children under that age to provide more data than is required to provide for the product.,None
3781,"

Once parental consent or authorization is granted, the child's account is treated much like any other account.",None
3782,"The child can access communication services, like Outlook and Skype, and can freely communicate and share data with other users of all ages.",None
3783,Learn more about parental consent and Microsoft child accounts.,None
3784,"

Parents or guardians can change or revoke the consent choices previously made, and review, edit, or request the",None
3785,deletion of the personal data of the children for whom they provided consent or authorization.,None
3786,"As the organizer of a Microsoft family group, the parent or guardian can manage a child’s information and settings on their Family Safety page and view and delete a child’s data on their privacy dashboard.",None
3787,"

Below is additional information about the collection of data from children as related to Xbox.",None
3788,"

What is Xbox?",None
3789,Xbox is the gaming and entertainment division of Microsoft.,None
3790,Xbox hosts an online network that consists of software and online experiences crossing multiple platforms.,None
3791,"This network lets your child find and play games, view content, and connect with friends on Xbox and other gaming and social networks.",None
3792,"Children can connect to the Xbox network using Xbox consoles, Windows 10 PCs, and mobile devices (Android and iPhone).",None
3793,"

Xbox consoles are devices your child can use to find and play games, movies, music, and other digital entertainment.",None
3794,"When they sign in to Xbox, in apps, games or on a console, we assign a unique device identifier.",None
3795,"For instance, when their Xbox console is connected to the internet and they sign in to the console, we identify which console and which version of the console’s operating system they are using.",None
3796,"

Xbox continues to provide new experiences in client apps that are connected to and backed by services such as Xbox network and cloud gaming.",None
3797,"To ensure these connected experiences remain reliable, up to date, secure, and performing as expected, required service data may be collected whenever your child uses a connected experience.",None
3798,"

Data we collect when you create an Xbox profile.",None
3799,You as the parent or guardian are required to consent to the collection of personal data from a child under 13 years old.,None
3800,"With your permission, your child can have an Xbox profile and use the online",None
3801,Xbox network.,None
3802,"During the child Xbox profile creation, you will sign in with your own Microsoft account to verify that you are an adult organizer in your Microsoft family group.",None
3803,We collect an alternate email address or phone number to boost account security.,None
3804,"If your child needs help accessing their account, they will be able to use one of these alternates to validate they own the Microsoft account.",None
3805,"

We collect limited information about children, including name, birthdate, email address, and region.",None
3806," When you sign your child up for an Xbox profile, they get a gamertag (a public nickname) and a unique identifier.",None
3807,"When you create your child’s Xbox profile you consent to Microsoft collecting, using, and sharing information based on their privacy and communication settings on the Xbox online network.",None
3808, Your child’s privacy and communication settings are defaulted to the most restrictive.,None
3809,"

Data we collect.",None
3810," We collect information about your child’s use of Xbox services, games, apps, and consoles including:

When they sign in and sign out of Xbox, the games they play and apps they use, their game progress, achievements, and play statistics, purchase history, and content they obtain.",None
3811,"
Performance data about Xbox consoles, Xbox Game Pass and other Xbox apps, the Xbox network, connected devices, and network connection, including software or hardware errors.",None
3812,"Content they add, upload, or share through the Xbox network, including text, pictures, and video they capture in games and apps.",None
3813,"
Social activity, including chat data and interactions with other gamers, and connections they make (friends they add and people who follow them) on the Xbox network.",None
3814,If your child uses an Xbox console or,None
3815,"Xbox app on another device capable of accessing the Xbox network, and that device includes a storage device (hard drive or memory unit), usage data will be stored on the storage device and sent to Microsoft the next time they sign in to Xbox, even if they have been playing offline.",None
3816,"If your child uses an Xbox console, the console will send required data to Microsoft.",None
3817,"Required data is the minimum data necessary to help keep Xbox safe, secure, up to date, and performing as expected.",None
3818,Any player in a multiplayer game session can record video (game clips) and capture screenshots of their view of the game play.,None
3819,Other players’ game clips and screenshots can capture your child’s in-game character and gamertag during that session.,None
3820,"If a player captures game clips and screenshots on a PC, the resulting game clips might also capture audio chat if your child’s privacy and communication settings on the Xbox online network allow it.",None
3821,"

Captioning.",None
3822,"During Xbox real-time (“party”) chat, players may activate a voice-to-text feature that lets them view that chat as text.",None
3823,"If a player activates this feature, Microsoft uses the resulting text data to provide captioning of chat for players who need it.",None
3824,This data may also be used to provide a safe gaming environment and enforce the Community Standards for Xbox.,None
3825,"Microsoft uses the data we collect from your child’s use of Xbox consoles, Xbox apps, games, and the Xbox network to provide them with experiences—and make it safer and more fun over time.",None
3826,"Data we collect includes device information and game play statistics, such as the number of unique players and play time per game.",None
3827,"Data we collect also enables us to provide your child with personalized, curated experiences.",None
3828,"This includes connecting them to games, content, services, and recommendations.",None
3829,"

Xbox data viewable by others.",None
3830,"When your child is using the Xbox network, their online presence (which can be set to “appear offline” or “blocked”), gamertag, game play statistics, and achievements are visible to other players on the network.",None
3831,"Depending on how you set your child’s Xbox safety settings, they might share information when playing or communicating with others on the Xbox network.",None
3832," 

The Xbox network includes communications features such as text and voice, direct messaging, and real-time text and voice chat.",None
3833,"In order to help provide a safe gaming environment and enforce the Community Standards for Xbox, we collect and monitor text communications during hosted multiplayer game sessions, direct messages, and other features of the service, including activity feeds and clubs.",None
3834,"

Xbox data shared with game and apps publishers.",None
3835,"When your child uses an Xbox online game or any network-connected app on their Xbox console, PC, or mobile device, the publisher of that game or app has access to data about their usage to help the publisher deliver, support, and improve its product.",None
3836,This data may include: your child,None
3837,"’s Xbox user identifier, gamertag, limited account info such as country and age range, data about your child’s in-game communications, any Xbox enforcement activity, game-play sessions (for example, moves made in-game or types of vehicles used in-game), your child’s presence on the Xbox network, the time they spend playing the game or app, rankings, statistics, gamer profiles, avatars, or gamerpics, friends lists, activity feeds for official clubs they belong to, official club memberships, and any content they create or submit in the game or app.",None
3838,"

Third-party publishers and developers of games and apps have their own distinct and independent relationship with users and their collection and usage of personal data is subject to their specific privacy policies.",None
3839,You should carefully review their policies to determine how they use your child’s data.,None
3840,"For example, publishers may choose to disclose or display game data (such as on leaderboards) through their own services.",None
3841,You may find their policies linked from the game or,None
3842,"

Learn more at Data Sharing with Games and Apps.",None
3843,"

To stop sharing game or app data with a publisher, remove its games or app from all devices where they have been installed.",None
3844,Some publisher access to your child’s data may be revoked at microsoft.com/consent.,None
3845,"

Managing child settings.",None
3846,"As the organizer of a Microsoft family group, you can manage a child’s information and settings on their Family Safety page, as well as their Xbox profile privacy settings from their Xbox Privacy & online safety page.",None
3847,"

You can also use the Xbox Family Settings app to manage your child’s experience on the Xbox Network including: spending for Microsoft and Xbox stores, viewing your child’s Xbox activity, and setting age ratings and the amount of screen time.",None
3848,"

Learn more about managing Xbox profiles at ",None
3849,Xbox online safety and privacy settings.,None
3850,"

Learn more about Microsoft family groups at Simplify your family’s life.",None
3851,"As the organizer of a Microsoft family group, a parent can view and delete a child’s data on their privacy dashboard.",None
3852,"The dashboard allows you to review your child's personal information, have it deleted, and refuse to permit further collection or use of your child's information.",None
3853,"

To close your child’s account, sign in with their account info at  account.microsoft.com/profile and select ”How to close your account.”",None
3854,This Xbox console collects limited required diagnostic data.,None
3855,This data helps ensure your child’s console is functioning as expected.,None
3856,"
Kinect.",None
3857,"The Kinect sensor is a combination of camera, microphone, and infrared sensor that can enable motions and voice to be used to control game play.",None
3858,For example:,None
3859,"
If you choose, the camera can be used to sign in to the Xbox network automatically using facial recognition.",None
3860,"This data stays on the console, is not shared with anyone, and can be deleted at any time.",None
3861,"
For game play, Kinect will map distances between the joints on your child’s body to create a stick figure representation to enable play.",None
3862,"
The Kinect microphone can enable voice chat between players during play.",None
3863,"The microphone also enables voice commands for control of the console, game, or app, or to enter search terms.",None
3864,"
The Kinect sensor can also be used for audio and video communications through services such",None
3865,"
Learn more about Kinect at Xbox Kinect and Privacy.",None
3866,"

Other important privacy information
Below you will find additional privacy information, such as how we secure your data, where we process your data, and how long we retain your data.",None
3867,You can find more information on Microsoft and our commitment to protecting your privacy at Microsoft Privacy.,None
3868,"

Security of personal data
Microsoft is committed to protecting the security of your personal data.",None
3869,"We use a variety of security technologies and procedures to help protect your personal data from unauthorized access, use, or disclosure.",None
3870,"For example, we store the personal data you provide on computer systems that have limited access and are in controlled facilities.",None
3871,"When we transmit highly confidential data (such as a credit card number or password) over the internet, we protect it through the use of encryption.",None
3872,"Microsoft complies with applicable data protection laws, including applicable security breach notification laws.",None
3873,"

Where we store and process personal data
",None
3874,"Personal data collected by Microsoft may be stored and processed in your region, in the United States, and in any other country where Microsoft or its affiliates, subsidiaries, or service providers operate facilities.",None
3875,"Microsoft maintains major data centers in Australia, Austria, Brazil, Canada, Chile, Finland, France, Germany, Hong Kong, India, Ireland, Japan, Korea, Luxembourg, Malaysia, the Netherlands, Singapore, South Africa, the United Kingdom, and the United States.",None
3876,"Typically, the primary storage location is in the customer’s region or in the United States, often with a backup to a data center in another region.",None
3877,The storage location(s),None
3878,"are chosen in order to operate efficiently, to improve performance, and to create redundancies in order to protect the data in the event of an outage or other problem.",None
3879,We take steps to ensure that the data we collect under this privacy statement is processed according to the provisions of this statement and the requirements of applicable law wherever the data is located.,None
3880,"

We transfer personal data from the European Economic Area, the United Kingdom, and Switzerland to other countries, some of which have not yet been determined by the European Commission to have an adequate level of data protection.",None
3881,"For example, their laws may not guarantee you the same rights, or there may not be a privacy supervisory authority there that is capable of addressing your complaints.",None
3882,"When we engage in such transfers, we use a variety of legal mechanisms, including contracts such as the standard contractual clauses published by the European Commission under Commission Decision 2004/915/EC, to help ensure your rights and protections travel with your data.",None
3883,"To learn more about the European Commission’s decisions on the adequacy of the protection of personal data in the countries where Microsoft processes personal data, see this article on the European Commission website.",None
3884,"

Microsoft Corporation complies with the EU-U.S. Privacy Shield Framework and Swiss-U.S. Privacy Shield Framework as set forth by the U.S. Department of Commerce regarding the collection, use, and retention of personal information transferred from the European Union, the United Kingdom, and Switzerland to the United States, although Microsoft does not rely on the EU-U.S. Privacy Shield Framework as a legal basis for transfers of personal data in light of the judgment of the Court of Justice of the EU in Case C-311/18. Microsoft Corporation has certified to the Department of Commerce that it adheres to the Privacy Shield Principles.",None
3885,"If third-party agents process personal data on our behalf in a manner inconsistent with the principles of either Privacy Shield framework, we remain liable unless we prove we are not responsible for the event giving rise to the damage.",None
3886,"The controlled U.S. subsidiaries of Microsoft Corporation, as identified in our self-certification submission, also adhere to the Privacy Shield Principles—for more info, see the list of Microsoft U.S. entities or subsidiaries adhering to the Privacy Shield Principles.",None
3887,"

If there is any conflict between the terms in this privacy policy and the Privacy Shield Principles, the Privacy Shield Principles shall govern.",None
3888,"To learn more about the Privacy Shield program, and to view our certification, visit the Privacy Shield website.",None
3889,"

If you have a question or complaint related to participation by Microsoft in the EU-U.S. or",None
3890,"Swiss-U.S. Privacy Shield, we encourage you to contact us via our web",None
3891,"For any complaints related to the Privacy Shield frameworks that Microsoft cannot resolve directly, we have chosen to cooperate with the relevant",None
3892,"EU Data Protection Authority, or a panel established by the European data protection authorities, for resolving disputes with EU individuals, and with the Swiss Federal Data Protection and Information Commissioner (FDPIC) for resolving disputes with Swiss individuals.",None
3893,Please contact us if you’d like us to direct you to your data protection authority contacts.,None
3894,"As further explained in the Privacy Shield Principles, binding arbitration is available to address residual complaints not resolved by other means.",None
3895,Microsoft is subject to the investigatory and enforcement powers of the U.S. Federal Trade Commission (FTC).,None
3896,"

Our retention of personal data
Microsoft retains personal data for as long as necessary to provide the products and fulfill the transactions you have requested, or for other legitimate purposes",None
3897,"such as complying with our legal obligations, resolving disputes, and enforcing our agreements.",None
3898,"Because these needs can vary for different data types, the context of our interactions with you or your use of products, actual retention periods can vary significantly.",None
3899,"

Other criteria used to determine the retention periods include:",None
3900,"

Do customers provide, create, or maintain the data with the expectation we will retain it until they affirmatively remove it?",None
3901,"Examples include a document you store in OneDrive, or an email message you keep in your Outlook.com inbox.",None
3902,"In such cases, we would aim to maintain the data until you actively delete it, such as by moving an email from your Outlook.com inbox to the Deleted Items folder, and then emptying that folder (when your Deleted Items folder is emptied, those emptied items remain in our system for up to 30 days before final deletion).",None
3903,"(Note that there may be other reasons why the data has to be deleted sooner, for example if you exceed limits on how much data can be stored in your account.)",None
3904,"
Is there an automated control, such as in the Microsoft privacy dashboard, that enables the customer to access and delete the personal data at any time?",None
3905,"If there is not, a shortened data retention time will generally be adopted.",None
3906,"
Is the personal data of a sensitive type?",None
3907,"If so, a shortened retention time would generally be adopted.",None
3908,"
Has Microsoft adopted and announced a specific retention period for a certain data type?",None
3909,"For example, for Bing search queries, we de-identify stored queries by removing the entirety of the IP address after 6 months, and cookie IDs and other cross-session identifiers that are used to identify a particular account or device after 18 months.",None
3910,"
Has the user provided consent for a longer retention period?",None
3911,"If so, we will retain data in accordance with your consent.",None
3912,"
Is Microsoft subject to a legal, contractual, or similar obligation to retain or delete the data?",None
3913,"Examples can include mandatory data retention laws in the applicable jurisdiction, government orders to preserve data relevant to an investigation, or data retained for the purposes of litigation.",None
3914,"Conversely, if we are required by law to remove unlawful content, we will do so.",None
3915,"
California Consumer Privacy Act
",None
3916,"If you are a California resident, we process your personal data in accordance with the California Consumer Privacy Act (CCPA).",None
3917,This CCPA section of our Privacy Statement contains information required by the CCPA and supplements our Privacy Statement.,None
3918,"So, we do not offer an opt-out to the sale of personal data.",None
3919,"

Rights.",None
3920,"You have the right to request that we (i) disclose what personal data we collect, use, disclose, and sell and (ii) delete your personal data.",None
3921,You may make these requests yourself or through an authorized agent.,None
3922,"If you use an authorized agent, we provide your agent with detailed guidance on how to exercise your CCPA rights.",None
3923,"

If you have a Microsoft account, you must exercise your rights through the Microsoft privacy dashboard, which requires you to log in to your Microsoft account.",None
3924,"If you have an additional request or questions after using the dashboard, you may contact Microsoft at the address in the How to contact us section, use our web form, or call our US toll free number 1.844.931.2038. If you do not have an account, you may exercise your rights by contacting us as described above.",None
3925,"We may ask for additional information, such as your country of residence, email address, and phone number, to validate your request before honoring the request.",None
3926,"

You have a right not to receive discriminatory treatment if you exercise your CCPA rights.",None
3927,rights.,None
3928,"

Personal Information Processing.",None
3929,In the bulleted,None
3930,"list below, we outline the categories of personal data we collect, the sources of the personal data, our purposes of processing, and the categories of third-party recipients with whom we share the personal data.",None
3931,"For a description of the data included in each category, please see the Personal data we collect section.",None
3932,"

Categories of Personal Data

Name and contact data
Sources of personal data: Interactions with users and partners with whom we offer co-branded services
Purposes of Processing (Collection and Sharing with Third Parties): Provide our products;",None
3933,"respond to customer questions; help, secure, and troubleshoot;",None
3934,"and marketing
Recipients: Service providers and user-directed entities
Credentials
Sources of personal data: Interactions with users and organizations that represent users
Purposes of Processing (Collection and Sharing with Third Parties): Provide our products;",None
3935,authentication and account access;,None
3936,"and help, secure and troubleshoot
Recipients:",None
3937,"Service providers and user-directed entities
",None
3938,"Demographic data
Sources of personal data: Interactions with users and purchases from data brokers
Purposes of Processing (Collection and Sharing with Third Parties): Provide and personalize our products; product development;",None
3939,"help, secure, and troubleshoot;",None
3940,"and marketing
Recipients: Service providers and user-directed entities
Payment data
Sources of personal data: Interactions with users and financial institutions
Purposes of Processing (Collection and Sharing with Third Parties): Transact commerce; process transactions; fulfill orders;",None
3941,"help, secure, and troubleshoot; and detect and prevent fraud
Recipients: Service providers and user-directed entities
Subscription and licensing data
Sources of personal data: Interactions with users and organizations that represent users
Purposes of Processing (Collection and Sharing with Third Parties):",None
3942,"Provide, personalize, and activate our products;",None
3943,"help, secure, and troubleshoot;",None
3944,"and marketing
Recipients: Service providers and user-directed entities
Interactions
Sources of personal data: Interactions with users including data Microsoft generates through those interactions
Purposes of Processing (Collection and Sharing with Third Parties): Provide and personalize our products; product improvement; product development;",None
3945,"and help, secure and troubleshoot
Recipients: Service providers and user-directed entities
",None
3946,"Content
Sources of personal data: Interactions with users and organizations that represent users
Purposes of Processing (Collection and Sharing with Third Parties): Provide our products; safety;",None
3947,"and help, secure, and troubleshoot
Recipients: Service providers and user-directed entities
",None
3948,"Video or recordings
Sources of personal data: Interactions with users and publicly available sources
Purposes of Processing (Collection and Sharing with Third Parties): Provide our products;",None
3949,"marketing; help, secure, and troubleshoot; and safety
Recipients: Service providers and user-directed entities
Feedback and ratings
Sources of personal data: Interactions with users
Purposes of Processing (Collection and Sharing with Third Parties): Provide our products;",None
3950,customer support;,None
3951,"and help, secure, and troubleshoot
Recipients: Service providers and user-directed entities
While the bulleted list above contains the primary sources and purposes of processing for each category of personal data, we also collect personal data from the sources listed in the Personal data we collect section, such as developers who create experiences through or for Microsoft products.",None
3952,"Similarly, we process all categories of personal data for the purposes described in the How we use personal data section, such as meeting our legal obligations, developing our workforce, and doing research.",None
3953,"

Disclosures of personal data for business or commercial purposes.",None
3954,"As indicated in the Reasons we share personal data section, we share personal data with third parties for various business and commercial purposes.",None
3955,The primary business and commercial purposes for which we share personal data are the purposes of processing listed in the table above.,None
3956,"However, we share all categories of personal data for the business and commercial purposes in the Reasons we share personal data section.",None
3957,"

See our",None
3958,CCPA Notice for additional information.,None
3959,"

Advertising
Advertising allows us to provide, support, and improve some of our products.",None
3960,"Microsoft does not use what you say in email, chat, video calls or voice mail, or your documents, photos, or other personal files to target ads to you.",None
3961,"We use other data, detailed below, for advertising in our products and on third-party properties.",None
3962,For example:,None
3963,"

Microsoft may use data we collect to select and deliver some of the ads you see on Microsoft web properties, such as Microsoft.com, MSN, and Bing.",None
3964,"
When the advertising ID is enabled in Windows 10 as part of your privacy settings, third parties can access and use the advertising ID (much the same way that websites can access and use a unique identifier stored in a cookie) to select and deliver ads in such apps.",None
3965,"We may share data we collect with partners, such as Verizon Media, AppNexus, or Facebook (see below), so that the ads you see in our products and their products are more relevant and valuable to you.",None
3966,"
Advertisers may choose to place our web beacons on their sites, or use similar technologies, in order to allow Microsoft to collect information on their sites such as activities, purchases, and visits;",None
3967,we use this data on behalf of our advertising customers to provide ads.,None
3968,"
The ads that you see may be selected based on data we process about you, such as your interests and favorites, your location, your transactions, how you use our products, your search queries, or the content you view.",None
3969,"For example, if you view content on MSN about automobiles, we may show advertisements about cars;",None
3970,"if you search “pizza places in Seattle” on Bing, you may see advertisements in your search results for restaurants in Seattle.",None
3971,"

The ads that you see may also be selected based on other information learned about you over time using demographic data, location data, search queries, interests and favorites, usage data from our products and sites, and the information we collect about you from the sites and apps of our advertisers and partners.",None
3972,"We refer to these ads as ""personalized advertising"" in this statement.",None
3973,"For example, if you view gaming content on xbox.com, you may see offers for games on MSN.",None
3974,"To provide personalized advertising, we combine cookies placed on your device using information that we collect (such as IP address) when your browser interacts with our websites.",None
3975,"If you opt out of receiving personalized advertising, data associated with these cookies will not be used.",None
3976,"

We may use information about you to serve you with personalized advertising when you use Microsoft services.",None
3977,"If you are logged in with your Microsoft account and have consented to allow Microsoft Edge to use your online activity for personalized advertising, you will see offers for products and services based on your online activity while using Microsoft Edge.",None
3978,"To configure your privacy settings for Edge, go to Microsoft Edge > Settings > Privacy and Services.",None
3979,"To configure your privacy and ad settings for your Microsoft account with respect to your online activity across browsers, including Microsoft Edge, or when visiting third-party websites or apps, go to your dashboard at privacy.microsoft.com.",None
3980,"

Further details regarding our advertising-related uses of data include:

Advertising industry best practices and commitments.",None
3981,Microsoft is a member of the Network Advertising Initiative (NAI) and adheres to the NAI Code of Conduct.,None
3982,"We also adhere to the following self-regulatory programs:
",None
3983,"In the US: Digital Advertising Alliance (DAA)
",None
3984,"In Europe: European Interactive Digital Advertising Alliance (EDAA)
",None
3985,Health-related ad targeting.,None
3986,"In the United States, we provide personalized advertising based on a limited number of standard, non-sensitive health-related interest categories, including allergies, arthritis, cholesterol, cold and flu, diabetes, gastrointestinal health, headache / migraine, healthy eating, healthy heart, men’s health, oral health, osteoporosis, skin health, sleep, and vision / eye care.",None
3987,"We will also personalize ads based on custom, non-sensitive health-related interest categories as requested by advertisers.",None
3988,"
Children and advertising.",None
3989,We do not deliver personalized advertising to children whose birthdate in their Microsoft account,None
3990,identifies them as under 16 years of age.,None
3991,"For personalized advertising, we retain data for no more than 13 months, unless we obtain your consent to retain the data longer.",None
3992,"In some cases, we share with advertisers reports about the data we have collected on their sites or ads.",None
3993,"
Data collected by other advertising companies.",None
3994,"Advertisers sometimes include their own web beacons (or those of their other advertising partners) within their advertisements that we display, enabling them to set and read their own cookie.",None
3995,"Additionally, Microsoft partners with third-party ad companies to help provide some of our advertising services, and we also allow other third-party ad companies to display advertisements on our sites.",None
3996,These third parties may place cookies on your computer and collect data about your online activities across websites or online services.,None
3997,"These companies currently include, but are not limited to:",None
3998,"AppNexus, Facebook, Media.net, Outbrain, Taboola and Verizon Media. Select any of the preceding links to find more information on each company's practices, including the choices it offers.",None
3999,"Many of these companies are also members of the NAI or DAA, which each provide a simple way to opt out of ad targeting from participating companies.",None
4000,"

Speech recognition technologies
Speech recognition technologies are integrated into many Microsoft products and services.",None
4001, Microsoft provides both device-based speech recognition features and cloud-based (online) speech recognition features.,None
4002,Microsoft,None
4003,’s speech recognition technology ,None
4004," With your permission, Microsoft employees and vendors working on behalf of Microsoft, will be able to review snippets of your voice data or voice clips in order to build and improve our speech recognition technologies.",None
4005,These improvements allow us to build better voice-enabled capabilities that benefit users across all our consumer and enterprise products and services.,None
4006," Prior to employee or vendor review of voice data, we protect users’ privacy by taking steps to",None
4007,"de-identify the data, requiring non-disclosure agreements with ",None
4008,"relevant vendors and their employees, and requiring that employees and vendors meet high privacy standards.",None
4009,Learn more about Microsoft and your voice data.,None
4010,"

Preview or free-of-charge releases
Microsoft offers preview, insider, beta or other free-of-charge products and features (""previews"") to enable you to evaluate them while providing Microsoft with data about your use of the product, including feedback and device and usage data.",None
4011,"As a result, previews can automatically collect additional data, provide fewer controls, and otherwise employ different privacy and security measures than those typically present in our products.",None
4012,"If you participate in previews, we may contact you about your feedback or your interest in continuing to use the product after general release.",None
4013,"

Changes to this privacy statement
",None
4014,"We update this privacy statement when necessary to provide greater transparency or in response to:

Feedback from customer, regulators, industry, or other stakeholders.",None
4015,"
Changes in our products.",None
4016,"
Changes in our data processing activities or policies.",None
4017,"
When we post changes to this statement, we will revise the ""last updated"" date at the top of the statement and describe the changes on the Change history page.",None
4018,"If there are material changes to the statement, such as a change to the purposes of processing of personal data that is not consistent with the purpose for which it was originally collected, we will notify you either by prominently posting a notice of such changes before they take effect or by directly sending you a notification.",None
4019,We encourage you to periodically review this privacy statement to learn how Microsoft is protecting your information.,None
4020,"

How to contact us
",None
4021,"If you have a privacy concern, complaint, or question for the Microsoft Chief Privacy Officer or the Data Protection Officer for your region, please contact us by using our web form.",None
4022,We will respond to questions or concerns as required by law and within a period no longer than 30 days.,None
4023,You can also raise a concern or lodge a complaint with a data protection authority or other official with jurisdiction.,None
4024,"

When Microsoft is a controller, unless otherwise stated, Microsoft Corporation and, for those in the European Economic Area, the United Kingdom, and Switzerland, Microsoft Ireland Operations Limited are the data controllers for personal data",None
4025,we collect through the products subject to this statement.,None
4026,"Our addresses are:

Microsoft Privacy, Microsoft Corporation, One Microsoft Way, Redmond, Washington 98052, USA.",None
4027,Telephone: +1 (425) 882,None
4028,"
Microsoft Ireland Operations Limited, Attn: Data Protection Officer, One Microsoft Place, South County Business Park, Leopardstown, Dublin 18, Ireland.",None
4029,Telephone: +353 1 706 3117.,None
4030,"
To find the Microsoft subsidiary in your country or region, see the list of Microsoft office locations around the world.",None
4031,"

If you would like to exercise your rights under the California Consumer Privacy Act, you may contact Microsoft at the address above, use our web form, or call our US toll free number 1.844.931.2038.

Where French law applies, you can also send us specific instructions regarding the use of your personal data after your death, by using our web",None
4032,"

If you have a technical or support question, please visit Microsoft Support to learn more about Microsoft Support offerings.",None
4033,"If you have a personal Microsoft account password question, please visit Microsoft account support.",None
4034,"

Enterprise and developer products
Enterprise and Developer Products are Microsoft products and related software offered to and designed primarily for use by organizations and developers.",None
4035,"They include:

Cloud services, referred to as Online Services in the Microsoft Online Services Terms (OST), such as Microsoft 365 and Office 365, Microsoft Azure, Microsoft Dynamics365, and Microsoft Intune for which an organization (our customer) contracts with Microsoft for the services (“Enterprise Online Services”).",None
4036,"
Other enterprise and developer tools and cloud-based services, such as Azure PlayFab Services (to learn more see Azure PlayFab Terms of Service).",None
4037,"
Server, developer, and hybrid cloud platform products, such as Windows Server, SQL Server, Visual Studio, System Center, Azure Stack and open source software like Bot Framework solutions (“Enterprise and Developer Software”).",None
4038,"
Appliances and hardware used for storage infrastructure, such as StorSimple (“Enterprise Appliances”).",None
4039,"
Professional services referred to in the OST that are available with Enterprise Online Services, such as onboarding services, data migration services, data science services, or services to supplement existing features in the Enterprise Online Services.",None
4040,"In the event of a conflict between this Microsoft privacy statement and the terms of any agreement(s) between a customer and Microsoft for Enterprise and Developer Products, the terms of those agreement(s) will control.",None
4041,"

You can also learn more about our Enterprise and Developer Products’ features and settings, including choices that impact your privacy or your end users’ privacy, in product documentation.",None
4042,"

If any of the terms below are not defined in this Privacy Statement or the OST, they have the definitions below.",None
4043,"When a customer tries, purchases, uses, or subscribes to Enterprise and Developer Products, or obtains support for or professional services with such products, Microsoft receives data from you and collects and generates data to provide the service (including improving, securing, and updating the service), conduct our legitimate business operations, and communicate with the customer.",None
4044,"For example:

When a customer engages with a Microsoft sales representative, we collect the customer’s name and contact data, along with information about the customer’s organization, to support that engagement.",None
4045,"
When a customer interacts with a Microsoft support professional, we collect device and usage data or error reports to diagnose and resolve problems.",None
4046,"
When a customer pays for products, we collect contact and payment data to process the payment.",None
4047,"
When Microsoft sends communications to a customer, we use data to personalize the content of the communication.",None
4048,"
When a customer engages with Microsoft for professional services, we collect the name and contact data of the customer’s designated point of contact and use information provided by the customer to perform the services that the customer has requested.",None
4049,"
The Enterprise and Developer Products enable you to purchase, subscribe to, or use other products and online services from Microsoft or third parties with different privacy practices, and those other products and online services are governed by their respective privacy statements and policies.",None
4050,"

Enterprise online services
To provide the Enterprise Online Services, Microsoft uses data you provide (including Customer Data, Personal Data, Administrator Data, Payment Data, and Support Data) and data Microsoft collects or generates associated with your use of the Enterprise Online Services.",None
4051,"We process data as described in the Online Services Terms (OST), Online Services Data Protection Addendum (Online Services DPA) and the Microsoft Trust Center.",None
4052,"Customer is the controller of Personal Data and Microsoft is the processor of such data, except when (a) Customer acts as a processor of Personal Data, in which case Microsoft is a subprocessor or (b) as stated otherwise in the standard Online Services DPA.",None
4053,"In addition, as provided in the standard Online",None
4054,"Services DPA, Microsoft has taken on the added responsibilities of a data controller under GDPR when processing Personal Data in connection with its legitimate business operations incident to providing its services to Microsoft’s commercial customers, such as billing and preparing invoices;",None
4055,"financial reporting; business planning and product strategy; improving core functionality for accessibility, privacy, and energy efficiency; and combatting fraud, cybercrime, and cyberattacks on Microsoft products.",None
4056,We use Personal Data in the least identifiable form that will support processing necessary for these legitimate business operations.,None
4057,"We generally aggregate Personal Data before using it for our legitimate business operations, removing the ability to identify specific individuals.",None
4058,"Administrator Data is the information provided to Microsoft during sign-up, purchase, or administration of Enterprise Online Services.",None
4059,"We use Administrator Data to provide the Enterprise Online Services, complete transactions, service the account, detect and prevent fraud, and comply with our legal obligations.",None
4060,"Administrator Data includes the name, address, phone number, and email address you provide, as well as aggregated usage data related to your account, such as the controls you select.",None
4061,Administrator Data also includes contact information of your colleagues and friends if you agree to provide it to Microsoft for the limited purpose of sending them an invitation to use the Enterprise Online Services;,None
4062,"we contact those individuals with communications that include information about you, such as your name and profile photo.",None
4063,"

As needed, we use Administrator Data to contact you to provide information about your account, subscriptions, billing, and updates to the Enterprise Online Services, including information about new features, security, or other technical issues.",None
4064,"We also contact you regarding third-party inquiries we receive regarding use of the Enterprise Online Services, as described in your agreement.",None
4065,You cannot unsubscribe from these non-promotional communications.,None
4066,"We may also contact you regarding information and offers about other products and services, or share your contact information with Microsoft's partners.",None
4067,"When such a partner has specific services or solutions to meet your needs, or to optimize your use of the Enterprise Online Services, we may share limited, aggregated information about your organization’s account with the partner.",None
4068,Microsoft will not share your confidential information or contact information with the authorized partner unless we have sufficient rights to do so.,None
4069,You can manage your contact preferences or update your information in your account profile.,None
